TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SEASON_ID,SEASON_TYPE,POSS,OFF_RATING_CUSTOM
1610612738,Boston Celtics,24,15,9,0.625,1157.0,823,1816,0.453,139,383,0.363,468,620,0.755,212,727,939,507,334.0,192,110,130,590,545,2253,66.0,1,2,16,3,1,2,2,8,3,3,6,1,1,8,2,1,2,1,16,1,2,16,16,1,2,4,2009-10,Playoffs,2122.368,106.1550117604487
1610612766,Charlotte Bobcats,4,0,4,0.0,192.0,125,282,0.443,19,68,0.279,73,102,0.716,34,112,146,81,62.0,22,18,26,107,94,342,-37.0,16,16,1,16,16,16,16,9,15,15,16,15,15,14,16,16,16,16,2,16,15,4,1,15,16,12,2009-10,Playoffs,340.6848,100.38604598737602
1610612741,Chicago Bulls,5,1,4,0.2,240.0,189,431,0.439,16,54,0.296,91,114,0.798,54,151,205,95,50.0,29,15,41,107,105,485,-46.0,14,14,1,14,14,13,14,10,16,16,15,14,14,3,14,14,14,14,1,15,16,7,1,14,14,14,2009-10,Playoffs,458.0736,105.87818202140444
1610612739,Cleveland Cavaliers,11,6,5,0.545,528.0,384,819,0.469,79,227,0.348,255,344,0.741,95,342,437,232,164.0,67,73,46,241,270,1102,14.0,5,5,10,5,5,5,6,4,5,5,8,5,5,10,8,5,6,6,12,7,4,10,11,6,5,5,2009-10,Playoffs,997.7856,110.44456845238096
1610612743,Denver Nuggets,6,2,4,0.333,288.0,224,471,0.476,39,109,0.358,169,221,0.765,62,176,238,115,82.0,49,28,26,185,167,656,-7.0,10,10,1,10,10,10,11,3,10,12,7,9,9,7,13,12,12,10,6,9,11,4,8,9,9,7,2009-10,Playoffs,564.7103999999999,116.16573734076796
1610612762,Utah Jazz,10,4,6,0.4,480.0,381,795,0.479,65,174,0.374,244,335,0.728,109,287,396,238,132.0,59,44,58,270,272,1071,-22.0,7,6,11,7,7,6,7,1,6,6,4,6,6,13,6,8,8,4,11,8,7,13,12,5,6,9,2009-10,Playoffs,926.784,115.56090739589806
1610612748,Miami Heat,5,1,4,0.2,240.0,168,386,0.435,34,91,0.374,68,93,0.731,47,141,188,88,89.0,35,25,22,114,94,438,-41.0,14,14,1,14,14,15,15,11,13,14,3,16,16,12,15,15,15,15,8,14,13,2,3,15,15,13,2009-10,Playoffs,450.1632,97.29804657510876
1610612749,Milwaukee Bucks,7,3,4,0.429,336.0,236,557,0.424,46,149,0.309,112,139,0.806,78,196,274,114,87.0,44,23,48,147,134,630,-26.0,9,9,1,6,9,9,9,15,9,8,13,12,13,2,9,9,9,11,7,11,14,11,7,12,10,10,2009-10,Playoffs,602.0735999999999,104.63836979399196
1610612760,Oklahoma City Thunder,6,2,4,0.333,288.0,184,471,0.391,33,111,0.297,162,194,0.835,70,190,260,97,75.0,39,37,37,137,149,563,-10.0,10,10,1,10,10,14,11,16,14,11,14,10,10,1,11,11,11,13,4,12,9,6,5,10,11,8,2009-10,Playoffs,538.9056,104.4709871265023
1610612753,Orlando Magic,14,10,4,0.714,677.0,459,991,0.463,138,377,0.366,296,422,0.701,130,435,565,236,192.0,90,77,53,313,365,1352,121.0,4,3,1,1,4,4,4,6,4,4,5,4,4,15,5,4,4,5,13,4,3,12,13,4,4,1,2009-10,Playoffs,1189.1328,113.69630036275171
1610612756,Phoenix Suns,16,10,6,0.625,768.0,608,1274,0.477,150,391,0.384,348,450,0.773,171,471,642,333,201.0,94,66,83,358,372,1714,74.0,3,3,11,3,3,3,3,2,2,2,1,3,3,6,3,3,3,3,14,3,5,14,14,3,3,3,2009-10,Playoffs,1441.9199999999998,118.86928539724812
1610612757,Portland Trail Blazers,6,2,4,0.333,288.0,198,461,0.43,38,100,0.38,124,168,0.738,65,159,224,117,66.0,36,26,25,139,145,558,-62.0,10,10,1,10,10,12,13,12,11,13,2,11,11,11,12,13,13,9,3,13,12,3,6,11,12,15,2009-10,Playoffs,514.4831999999999,108.45835199283478
1610612759,San Antonio Spurs,10,4,6,0.4,480.0,364,785,0.464,48,142,0.338,185,266,0.695,101,310,411,192,127.0,68,43,45,210,226,961,-34.0,7,6,11,7,7,8,8,5,8,9,9,8,7,16,7,6,7,7,9,6,8,9,9,8,8,11,2009-10,Playoffs,890.9183999999999,107.8662198468457
1610612763,Memphis Grizzlies,13,7,6,0.538,649.0,477,1092,0.437,50,157,0.318,278,366,0.76,162,398,560,245,170.0,104,78,88,307,308,1282,-9.0,5,5,11,5,5,5,5,8,7,7,11,5,5,10,5,5,5,5,12,5,5,12,12,5,5,7,2010-11,Playoffs,1210.5984,105.89804182790924
1610612737,Atlanta Hawks,12,6,6,0.5,576.0,395,910,0.434,54,167,0.323,191,263,0.726,108,338,446,217,149.0,75,60,64,244,240,1035,-53.0,6,6,11,7,6,6,6,10,6,5,9,6,6,14,7,6,6,6,11,6,6,11,11,6,6,16,2010-11,Playoffs,1024.0512,101.06916529173542
1610612738,Boston Celtics,9,5,4,0.556,437.0,322,692,0.465,67,144,0.465,141,181,0.779,80,271,351,189,141.0,66,38,58,197,177,852,12.0,8,7,1,4,8,8,8,1,5,8,1,8,8,5,8,8,8,7,10,8,8,10,9,8,8,5,2010-11,Playoffs,799.3344,106.58868178324366
1610612741,Chicago Bulls,16,9,7,0.563,773.0,544,1289,0.422,101,307,0.329,291,371,0.784,214,483,697,322,218.0,117,106,103,340,314,1480,68.0,4,3,14,3,4,4,4,12,4,4,8,4,4,3,2,4,4,3,13,3,3,15,13,4,4,2,2010-11,Playoffs,1397.9904,105.86624915307002
1610612742,Dallas Mavericks,21,16,5,0.762,1013.0,724,1572,0.461,184,467,0.394,431,533,0.809,203,603,806,423,271.0,149,86,107,422,453,2063,121.0,1,1,10,1,2,1,1,2,1,1,2,3,2,2,4,2,2,1,15,2,4,16,15,1,1,1,2010-11,Playoffs,1799.5392,114.6404590686327
1610612743,Denver Nuggets,5,1,4,0.2,240.0,163,385,0.423,34,92,0.37,127,180,0.706,37,153,190,88,61.0,33,18,43,119,125,487,-24.0,13,13,1,13,13,15,15,11,10,13,5,10,9,16,16,13,15,13,2,14,14,9,4,12,13,10,2010-11,Playoffs,468.672,103.9106240611771
1610612754,Indiana Pacers,5,1,4,0.2,240.0,164,401,0.409,29,77,0.377,94,122,0.77,65,127,192,80,76.0,41,28,38,115,111,451,-37.0,13,13,1,13,13,14,14,14,15,16,4,14,14,8,10,15,14,15,5,11,11,8,3,14,14,13,2010-11,Playoffs,447.05279999999993,100.88293821222014
1610612747,Los Angeles Lakers,10,4,6,0.4,480.0,347,778,0.446,48,166,0.289,190,245,0.776,126,283,409,189,125.0,69,51,37,206,216,932,-13.0,7,8,11,8,7,7,7,5,8,6,15,7,7,7,6,7,7,7,9,7,7,7,10,7,7,8,2010-11,Playoffs,849.4079999999999,109.72347799879446
1610612748,Miami Heat,21,14,7,0.667,1018.0,685,1539,0.445,124,375,0.331,454,584,0.777,213,649,862,346,291.0,153,127,88,404,451,1948,56.0,1,2,14,2,1,2,2,6,2,2,7,1,1,6,3,1,1,2,16,1,2,12,14,2,2,3,2010-11,Playoffs,1799.0016,108.28228279507924
1610612740,New Orleans Hornets,6,2,4,0.333,288.0,197,431,0.457,27,84,0.321,115,155,0.742,46,155,201,121,77.0,43,18,35,142,127,536,-43.0,9,9,1,9,10,11,12,3,16,14,10,12,12,12,15,12,13,9,6,10,14,6,8,11,10,15,2010-11,Playoffs,508.992,105.30617377090404
1610612752,New York Knicks,4,0,4,0.0,192.0,128,332,0.386,33,95,0.347,74,99,0.747,58,104,162,67,61.0,26,27,20,75,84,363,-34.0,16,16,1,16,16,16,16,16,11,12,6,15,15,11,12,16,16,16,2,16,12,1,1,15,16,12,2010-11,Playoffs,363.4176,99.8850908706678
1610612753,Orlando Magic,6,2,4,0.333,288.0,186,455,0.409,37,141,0.262,123,167,0.737,71,183,254,87,77.0,39,24,23,129,145,532,11.0,9,9,1,9,10,12,10,15,9,9,16,11,11,13,9,10,9,14,6,12,13,3,6,10,11,6,2010-11,Playoffs,513.1008,103.6833308386968
1610612755,Philadelphia 76ers,5,1,4,0.2,240.0,169,408,0.414,32,82,0.39,63,87,0.724,53,150,203,102,53.0,32,18,31,102,74,433,-37.0,13,13,1,13,13,13,13,13,12,15,3,16,16,15,14,14,12,11,1,15,14,5,2,16,15,13,2010-11,Playoffs,428.4288,101.06696842042366
1610612757,Portland Trail Blazers,6,2,4,0.333,288.0,199,439,0.453,30,100,0.3,101,129,0.783,55,171,226,102,69.0,34,31,22,125,117,529,-31.0,9,9,1,9,10,10,11,4,14,11,13,13,13,4,13,11,11,11,4,13,10,2,5,13,12,11,2010-11,Playoffs,489.3696,108.09825538815652
1610612759,San Antonio Spurs,6,2,4,0.333,293.0,202,463,0.436,32,109,0.294,130,171,0.76,61,189,250,107,86.0,44,35,29,129,147,566,-19.0,9,9,1,9,9,9,9,9,12,10,14,9,10,9,11,9,10,10,8,9,9,4,6,9,9,9,2010-11,Playoffs,540.7103999999999,104.67710626612694
1610612760,Oklahoma City Thunder,17,9,8,0.529,841.0,600,1355,0.443,107,339,0.316,435,533,0.816,222,559,781,300,262.0,116,129,88,425,392,1742,32.0,3,3,16,6,3,3,3,7,3,3,12,2,2,1,1,3,3,4,14,4,1,12,16,3,3,4,2010-11,Playoffs,1564.3392,111.3569231020996
1610612755,Philadelphia 76ers,13,7,6,0.5384615384615384,3120.0,417,1015,0.4108374384236453,52,171,0.3040935672514619,228,317,0.7192429022082019,140,403,543,236,150.0,99,69,0,243,0,1114,-16.0,5,5,11,6,5,6,5,12,8,8,11,5,5,11,5,5,5,5,9,5,6,1,11,1,6,9,2011-12,Playoffs,1117.9008,99.65106027296878
1610612763,Memphis Grizzlies,7,3,4,0.4285714285714285,1705.0,228,534,0.4269662921348314,24,83,0.2891566265060241,160,215,0.7441860465116279,94,205,299,114,108.0,50,34,0,163,0,640,5.0,9,9,1,7,9,10,10,7,15,14,12,9,9,8,10,11,10,11,8,9,11,1,8,1,10,6,2011-12,Playoffs,616.896,103.74520178441747
1610612762,Utah Jazz,4,0,4,0.0,960.0,131,343,0.3819241982507289,9,45,0.2,74,105,0.7047619047619048,64,130,194,67,54.0,26,27,0,81,0,345,-64.0,15,15,1,15,15,15,15,16,16,16,16,14,14,14,12,15,14,14,1,16,12,1,1,1,16,15,2011-12,Playoffs,364.032,94.77188818565402
1610612748,Miami Heat,23,16,7,0.6956521739130435,5570.0,804,1749,0.4596912521440823,157,452,0.3473451327433628,474,637,0.7441130298273155,234,696,930,402,299.0,168,114,0,473,0,2239,163.0,1,1,12,2,1,1,1,3,1,1,5,1,1,9,1,1,1,1,16,2,2,1,16,1,1,1,2011-12,Playoffs,2010.5088,111.36484456074004
1610612737,Atlanta Hawks,6,2,4,0.3333333333333333,1465.0,191,476,0.4012605042016807,35,113,0.3097345132743362,76,97,0.7835051546391752,60,195,255,105,92.0,33,20,0,119,0,493,-28.0,11,11,1,11,11,12,12,14,11,11,9,13,15,4,14,12,12,12,6,11,14,1,4,1,12,11,2011-12,Playoffs,528.6528,93.25591390038984
1610612760,Oklahoma City Thunder,20,13,7,0.65,4800.0,744,1599,0.4652908067542214,136,383,0.3550913838120104,401,489,0.820040899795501,186,609,795,360,231.0,173,137,0,448,0,2025,80.0,2,2,12,3,3,2,2,2,2,2,4,2,2,2,2,3,3,3,14,1,1,1,15,1,2,3,2011-12,Playoffs,1784.7936,113.45849738591622
1610612759,San Antonio Spurs,14,10,4,0.7142857142857143,3360.0,531,1104,0.4809782608695652,132,317,0.416403785488959,234,320,0.73125,121,448,569,320,200.0,91,65,0,285,0,1428,83.0,4,4,1,1,4,4,4,1,3,4,1,4,4,10,7,4,4,4,13,6,7,1,13,1,4,2,2011-12,Playoffs,1270.848,112.36591630155613
1610612753,Orlando Magic,5,1,4,0.2,1225.0,155,389,0.3984575835475578,42,123,0.3414634146341463,67,95,0.7052631578947368,49,143,192,86,70.0,30,22,0,95,0,419,-54.0,13,13,1,13,13,13,13,15,9,10,7,16,16,13,15,13,15,13,3,14,13,1,3,1,13,14,2011-12,Playoffs,433.728,96.60432344695292
1610612738,Boston Celtics,20,11,9,0.55,4875.0,676,1543,0.4381075826312378,93,326,0.2852760736196319,345,432,0.7986111111111112,159,638,797,396,260.0,164,98,0,433,0,1790,20.0,2,3,16,4,2,3,3,5,4,3,13,3,3,3,4,2,2,2,15,3,3,1,14,1,3,4,2011-12,Playoffs,1760.7168,101.66314082991654
1610612754,Indiana Pacers,11,6,5,0.5454545454545454,2665.0,371,874,0.4244851258581236,63,197,0.3197969543147208,195,253,0.7707509881422925,136,348,484,179,166.0,76,60,0,242,0,1000,15.0,7,6,10,5,7,8,7,8,6,6,8,7,8,6,6,7,7,8,12,7,8,1,10,1,7,5,2011-12,Playoffs,974.7072,102.59491260554964
1610612747,Los Angeles Lakers,12,5,7,0.4166666666666667,2880.0,422,998,0.4228456913827655,63,207,0.3043478260869565,221,284,0.778169014084507,170,368,538,226,150.0,69,93,0,236,0,1128,-50.0,6,7,12,9,6,5,6,9,6,5,10,6,6,5,3,6,6,6,9,8,4,1,9,1,5,12,2011-12,Playoffs,1058.8416,106.531515195474
1610612746,Los Angeles Clippers,11,4,7,0.3636363636363636,2665.0,379,828,0.4577294685990338,68,180,0.3777777777777777,174,261,0.6666666666666666,96,309,405,190,162.0,104,72,0,265,0,1000,-51.0,7,8,12,10,7,7,8,4,5,7,2,8,7,15,9,8,8,7,11,4,5,1,12,1,7,13,2011-12,Playoffs,968.4864,103.25390217147088
1610612743,Denver Nuggets,7,3,4,0.4285714285714285,1680.0,269,625,0.4304,37,133,0.2781954887218045,102,142,0.7183098591549296,108,226,334,146,78.0,49,48,0,147,0,677,3.0,9,9,1,7,10,9,9,6,10,9,14,10,10,12,8,9,9,9,4,10,9,1,7,1,9,7,2011-12,Playoffs,631.1808,107.25928291861857
1610612742,Dallas Mavericks,4,0,4,0.0,960.0,126,312,0.4038461538461538,32,86,0.3720930232558139,89,107,0.8317757009345794,42,120,162,62,58.0,32,14,0,83,0,373,-26.0,15,15,1,15,15,16,16,13,12,13,3,11,13,1,16,16,16,16,2,12,15,1,2,1,15,10,2011-12,Playoffs,360.0768,103.58901212185845
1610612741,Chicago Bulls,6,2,4,0.3333333333333333,1440.0,204,484,0.4214876033057851,26,76,0.3421052631578947,72,111,0.6486486486486487,69,212,281,135,86.0,31,40,0,123,0,506,-10.0,11,11,1,11,12,11,11,10,13,15,6,15,11,16,11,10,11,10,5,13,10,1,6,1,11,8,2011-12,Playoffs,527.8464,95.86122023376495
1610612752,New York Knicks,5,1,4,0.2,1200.0,153,367,0.4168937329700272,25,91,0.2747252747252747,83,109,0.7614678899082569,62,140,202,63,92.0,30,11,0,121,0,414,-70.0,13,13,1,13,14,14,14,11,14,12,15,12,12,7,13,14,13,15,6,14,16,1,5,1,14,16,2011-12,Playoffs,427.1616,96.9188241639698
1610612743,Denver Nuggets,6,2,4,0.333,288.0,223,509,0.438,42,135,0.311,130,178,0.73,71,161,232,127,87.0,54,17,40,139,141,618,-25.0,10,10,1,10,11,10,10,7,11,11,13,10,9,11,10,14,12,10,6,9,15,6,4,13,10,9,2012-13,Playoffs,579.1872000000001,106.70125306636608
1610612744,Golden State Warriors,12,6,6,0.5,591.0,468,1013,0.462,104,268,0.388,192,261,0.736,138,415,553,260,198.0,77,59,42,285,263,1232,2.0,5,5,9,5,5,5,5,4,4,6,1,7,7,10,6,5,5,5,13,6,6,8,11,5,5,8,2012-13,Playoffs,1140.3264,108.03924209770116
1610612745,Houston Rockets,6,2,4,0.333,288.0,206,486,0.424,70,202,0.347,118,166,0.711,65,196,261,108,95.0,35,33,44,139,148,600,-35.0,10,10,1,10,11,12,11,12,8,9,5,11,11,13,11,11,10,12,7,13,11,9,4,10,11,13,2012-13,Playoffs,565.4784,106.10484856716012
1610612737,Atlanta Hawks,6,2,4,0.333,288.0,196,464,0.422,37,112,0.33,107,157,0.682,50,180,230,115,73.0,44,23,29,145,143,536,-31.0,10,10,1,10,11,13,12,13,13,14,8,14,12,14,13,12,13,11,3,10,12,5,7,11,13,10,2012-13,Playoffs,533.8368,100.40521747470387
1610612738,Boston Celtics,6,2,4,0.333,293.0,171,414,0.413,41,124,0.331,111,129,0.86,31,203,234,101,104.0,33,18,26,113,128,494,-32.0,10,10,1,10,10,14,14,15,12,12,7,12,14,1,16,10,11,14,8,14,14,4,3,14,14,11,2012-13,Playoffs,522.0096,94.6342749252121
1610612751,Brooklyn Nets,7,3,4,0.429,351.0,259,586,0.442,43,136,0.316,135,178,0.758,82,213,295,139,81.0,44,39,40,139,152,696,14.0,9,9,1,8,9,9,9,6,10,10,12,9,9,7,9,9,9,9,5,10,9,6,4,9,9,5,2012-13,Playoffs,636.7872,109.2986793704396
1610612741,Chicago Bulls,12,5,7,0.417,591.0,420,959,0.438,65,204,0.319,198,275,0.72,141,348,489,234,171.0,77,55,70,269,254,1103,-80.0,5,7,13,9,5,6,7,8,9,8,11,6,5,12,5,7,6,6,12,6,7,12,9,6,6,16,2012-13,Playoffs,1065.6,103.50975975975976
1610612759,San Antonio Spurs,21,15,6,0.714,1038.0,799,1726,0.463,165,437,0.378,344,451,0.763,204,690,894,459,270.0,165,106,99,401,444,2107,147.0,2,2,9,1,2,2,2,3,2,2,3,3,3,6,3,1,1,2,14,2,2,16,14,3,2,2,2012-13,Playoffs,1910.8224,110.26665795837437
1610612746,Los Angeles Clippers,6,2,4,0.333,288.0,211,452,0.467,35,115,0.304,111,142,0.782,53,170,223,108,80.0,31,34,25,167,143,568,-33.0,10,10,1,10,11,11,13,2,14,13,14,12,13,4,12,13,14,12,4,15,10,3,8,11,12,12,2012-13,Playoffs,519.8208,109.2684248110118
1610612747,Los Angeles Lakers,4,0,4,0.0,192.0,138,312,0.442,20,74,0.27,45,74,0.608,34,126,160,74,66.0,23,21,20,70,72,341,-75.0,15,15,1,15,15,15,15,5,16,16,15,16,16,16,15,15,15,16,2,16,13,2,1,16,15,15,2012-13,Playoffs,361.4976,94.3298102117414
1610612763,Memphis Grizzlies,15,8,7,0.533,735.0,511,1223,0.418,72,222,0.324,326,436,0.748,176,450,626,290,161.0,109,69,98,332,380,1420,9.0,4,4,13,4,4,4,4,14,7,7,10,4,4,8,4,4,4,4,11,3,5,15,13,4,4,6,2012-13,Playoffs,1343.8464,105.66683811483216
1610612748,Miami Heat,23,16,7,0.696,1114.0,824,1762,0.468,177,465,0.381,409,534,0.766,223,653,876,473,301.0,191,125,79,510,483,2234,148.0,1,1,13,2,1,1,1,1,1,1,2,1,2,5,2,2,2,1,15,1,1,13,16,1,1,1,2012-13,Playoffs,1991.9616,112.15075631980056
1610612749,Milwaukee Bucks,4,0,4,0.0,192.0,133,307,0.433,24,92,0.261,51,81,0.63,35,104,139,79,65.0,40,10,17,79,81,341,-59.0,15,15,1,15,15,16,16,9,15,15,16,15,15,15,14,16,16,15,1,12,16,1,2,15,15,14,2012-13,Playoffs,357.7344,95.32211607270644
1610612752,New York Knicks,12,6,6,0.5,581.0,399,972,0.41,96,280,0.343,169,216,0.782,128,346,474,181,139.0,106,51,50,285,227,1063,32.0,5,5,9,5,7,7,6,16,5,4,6,8,8,3,7,8,7,8,9,4,8,10,11,8,8,3,2012-13,Playoffs,1034.9184,102.71341199460753
1610612754,Indiana Pacers,19,11,8,0.579,917.0,612,1413,0.433,119,364,0.327,401,542,0.74,242,625,867,332,312.0,103,85,89,426,471,1744,3.0,3,3,16,3,3,3,3,10,3,3,9,2,1,9,1,3,3,3,16,5,3,14,15,2,3,7,2012-13,Playoffs,1652.6208,105.52935071372696
1610612760,Oklahoma City Thunder,11,5,6,0.455,533.0,383,898,0.427,95,272,0.349,222,265,0.838,108,364,472,199,150.0,66,77,54,274,243,1083,15.0,8,7,9,7,8,8,8,11,6,5,4,5,6,2,8,6,8,7,10,8,4,11,10,7,7,4,2012-13,Playoffs,1014.336,106.76935453340906
1610612746,Los Angeles Clippers,13,6,7,0.462,624.0,512,1110,0.461,119,335,0.355,271,371,0.73,148,369,517,310,164.0,122,57,62,316,313,1414,26.0,5,5,11,6,5,5,5,4,5,5,7,5,5,11,4,5,5,5,12,4,7,14,12,5,5,3,2013-14,Playoffs,1237.6704,114.24689481141344
1610612754,Indiana Pacers,19,10,9,0.526,912.0,639,1416,0.451,139,366,0.38,323,444,0.727,156,594,750,357,258.0,134,80,82,394,410,1740,-19.0,3,3,15,4,4,4,4,7,4,4,3,4,3,14,3,3,3,4,14,3,2,15,13,3,4,10,2013-14,Playoffs,1644.8256,105.78629126394918
1610612751,Brooklyn Nets,12,5,7,0.417,576.0,417,901,0.463,93,272,0.342,219,297,0.737,120,334,454,220,147.0,83,34,48,268,271,1146,-16.0,6,7,11,13,6,7,7,3,6,6,10,6,6,10,7,8,8,6,10,6,8,9,11,6,7,9,2013-14,Playoffs,1016.3328,112.75834057505574
1610612766,Charlotte Bobcats,4,0,4,0.0,192.0,135,301,0.449,31,85,0.365,67,94,0.713,33,126,159,79,60.0,17,18,18,81,79,368,-39.0,16,16,1,16,16,16,16,9,15,16,5,16,16,15,16,16,16,16,1,16,15,1,1,16,16,15,2013-14,Playoffs,354.5856,103.78312035232112
1610612741,Chicago Bulls,5,1,4,0.2,245.0,166,393,0.422,32,96,0.333,86,114,0.754,61,148,209,101,66.0,25,22,33,110,111,450,-23.0,15,15,1,15,15,15,15,14,14,15,12,15,15,8,15,15,15,15,2,15,13,4,2,15,15,12,2013-14,Playoffs,430.2336,104.59434130667616
1610612742,Dallas Mavericks,7,3,4,0.429,336.0,274,607,0.451,59,157,0.376,101,132,0.765,82,203,285,134,80.0,46,29,25,142,137,708,-14.0,9,9,1,8,10,9,10,6,11,11,4,14,14,7,12,13,13,11,4,11,12,2,3,14,10,8,2013-14,Playoffs,636.5568000000001,111.22338179405196
1610612744,Golden State Warriors,7,3,4,0.429,336.0,268,582,0.46,67,184,0.364,142,195,0.728,92,207,299,171,121.0,49,32,36,177,161,745,-31.0,9,9,1,8,10,10,11,5,9,10,6,11,10,13,10,12,9,9,8,10,9,5,7,10,9,13,2013-14,Playoffs,668.9279999999999,111.37222541140454
1610612745,Houston Rockets,6,2,4,0.333,303.0,245,550,0.445,49,154,0.318,133,179,0.743,100,195,295,110,83.0,36,30,55,156,149,672,2.0,14,14,1,14,14,12,13,10,12,12,14,12,12,9,9,14,11,14,5,14,11,11,6,13,13,5,2013-14,Playoffs,587.2896,114.42395710736236
1610612763,Memphis Grizzlies,7,3,4,0.429,356.0,257,617,0.417,31,107,0.29,132,181,0.729,90,209,299,152,78.0,63,17,53,146,161,677,-38.0,9,9,1,8,9,11,9,15,15,14,16,13,11,12,11,11,9,10,3,9,16,10,4,10,11,14,2013-14,Playoffs,657.2543999999999,103.00425527771286
1610612760,Oklahoma City Thunder,19,10,9,0.526,937.0,695,1546,0.45,143,443,0.323,414,505,0.82,212,647,859,366,287.0,120,118,59,437,421,1947,-20.0,3,3,15,4,3,3,2,8,3,3,13,2,2,3,2,2,2,2,15,5,1,13,15,2,2,11,2013-14,Playoffs,1769.4719999999998,110.03282335069446
1610612757,Portland Trail Blazers,11,5,6,0.455,543.0,422,965,0.437,87,251,0.347,216,271,0.797,129,357,486,193,152.0,65,66,47,248,256,1147,-69.0,7,7,10,7,7,6,6,12,7,7,8,7,7,4,5,7,7,8,11,8,5,7,10,7,6,16,2013-14,Playoffs,1062.9504,107.90719868020182
1610612759,San Antonio Spurs,23,16,7,0.696,1109.0,914,1861,0.491,203,496,0.409,415,541,0.767,217,750,967,511,289.0,187,80,86,456,496,2446,214.0,1,1,11,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,16,1,2,16,16,1,1,1,2013-14,Playoffs,2084.1984,117.35926867614909
1610612761,Toronto Raptors,7,3,4,0.429,336.0,229,519,0.441,46,147,0.313,169,203,0.833,71,221,292,124,107.0,39,21,25,181,169,673,-11.0,9,9,1,8,10,13,14,11,13,13,15,9,9,1,13,9,12,12,7,13,14,2,8,9,12,7,2013-14,Playoffs,618.5472,108.8033378859366
1610612764,Washington Wizards,11,6,5,0.545,533.0,379,877,0.432,62,185,0.335,174,250,0.696,129,365,494,215,141.0,82,62,47,245,233,994,10.0,7,5,9,3,8,8,8,13,10,9,11,8,8,16,5,6,6,7,9,7,6,7,9,8,8,4,2013-14,Playoffs,959.04,103.64531197864532
1610612748,Miami Heat,20,13,7,0.65,960.0,708,1443,0.491,186,470,0.396,343,440,0.78,119,561,680,365,243.0,147,77,55,414,392,1945,35.0,2,2,11,2,2,2,3,2,2,2,2,3,4,5,8,4,4,3,13,2,4,11,14,4,3,2,2013-14,Playoffs,1690.176,115.07677306978682
1610612737,Atlanta Hawks,7,3,4,0.429,336.0,212,551,0.385,79,230,0.343,144,174,0.828,64,211,275,118,95.0,46,32,44,146,158,647,-7.0,9,9,1,8,10,14,12,16,8,8,9,10,13,2,14,10,14,13,6,11,9,6,4,12,14,6,2013-14,Playoffs,632.2176,102.33818229672822
1610612763,Memphis Grizzlies,11,6,5,0.545,528.0,393,925,0.425,48,154,0.312,208,250,0.832,116,362,478,224,121.0,95,45,62,213,224,1042,-14.0,7,6,10,4,7,7,7,10,10,9,12,6,7,1,7,7,7,8,9,6,8,10,10,7,7,8,2014-15,Playoffs,998.4,104.36698717948718
1610612764,Washington Wizards,10,6,4,0.6,485.0,373,845,0.441,94,233,0.403,171,237,0.722,116,356,472,231,145.0,71,53,48,200,219,1011,39.0,8,6,1,3,8,8,8,7,7,7,1,8,8,10,7,8,8,7,10,8,7,9,9,8,8,4,2014-15,Playoffs,939.1488,107.65067260906898
1610612739,Cleveland Cavaliers,20,14,6,0.7,975.0,694,1654,0.42,195,574,0.34,397,538,0.738,245,697,942,360,259.0,126,127,94,418,450,1980,80.0,2,2,12,2,2,2,2,12,2,2,8,2,2,9,1,2,2,4,14,4,1,15,15,2,2,2,2014-15,Playoffs,1828.5312,108.2836322399093
1610612742,Dallas Mavericks,5,1,4,0.2,240.0,208,460,0.452,38,122,0.311,96,126,0.762,68,169,237,106,71.0,35,23,26,136,123,550,-21.0,12,12,1,12,12,11,12,3,12,12,13,10,10,7,11,13,12,12,5,12,12,2,7,10,11,9,2014-15,Playoffs,497.7024,110.5078054676851
1610612744,Golden State Warriors,21,16,5,0.762,1023.0,802,1769,0.453,240,641,0.374,325,465,0.699,243,715,958,515,307.0,168,121,98,471,439,2169,164.0,1,1,10,1,1,1,1,2,1,1,2,3,3,13,2,1,1,1,16,1,2,16,16,3,1,1,2014-15,Playoffs,1956.096,110.88412838633688
1610612745,Houston Rockets,17,9,8,0.529,816.0,635,1417,0.448,161,468,0.344,408,624,0.654,185,592,777,372,263.0,142,93,92,398,463,1839,-42.0,3,3,15,5,3,3,3,6,3,3,7,1,1,16,3,3,3,3,15,2,3,14,14,1,3,14,2014-15,Playoffs,1698.7776,108.25431180632476
